Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
giay-thể-thao-cột-day,,,,,,,,,Trắng,,37,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,38,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,39,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,40,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,41,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,42,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Trắng,,43,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_00_438919.png?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,36,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,37,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,38,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,39,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,40,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,41,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,42,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Xám,,43,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_05_438919.jpg?v=1637773078,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,36,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,37,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,38,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,39,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,40,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,41,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,42,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
giay-thể-thao-cột-day,,,,,,,,,Đen,,43,,,"",0.0,shopify,0,deny,manual,999000,999000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/goods_09_438919.png?v=1637771598,kg,,300000,
chan-vay-jeans-chữ-a-2-lớp,Chân Váy Jeans Chữ A 2 Lớp,"",bathangminh,,,"chân váy, nữ",true,Màu sắc,Đen,Kích cỡ,25,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn4386-tkd-cjn3030-den-4.jpg?v=1637683656,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn4386-tkd-cjn3030-den-4.jpg?v=1637683656,kg,,100000,active
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Đen,,26,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/scn4454-xah-cjn3030-tra-1.jpg?v=1637683656,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn4386-tkd-cjn3030-den-4.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Đen,,27,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn4386-tkd-cjn3030-den-4.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Đen,,28,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn4386-tkd-cjn3030-den-4.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Trắng,,25,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/scn4454-xah-cjn3030-tra-1.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Trắng,,26,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/scn4454-xah-cjn3030-tra-1.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Trắng,,27,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/scn4454-xah-cjn3030-tra-1.jpg?v=1637683656,kg,,100000,
chan-vay-jeans-chữ-a-2-lớp,,,,,,,,,Trắng,,28,,,"",0.0,shopify,0,deny,manual,469000,469000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/scn4454-xah-cjn3030-tra-1.jpg?v=1637683656,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,Chân Váy Chữ A Dáng Ngắn Kaki Tà Cúc,"",bathangminh,,,"chân váy, nữ",true,Màu sắc,Be,Kích cỡ,25,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,kg,,100000,active
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Be,,26,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Be,,27,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Be,,28,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Be,,29,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4006-tit-cjn4056-bee-2-ca896522-dcfd-45bc-ac26-2ba983d91b0c.jpg?v=1637683440,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Đen,,25,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Đen,,26,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Đen,,27,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Đen,,28,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Đen,,29,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-den-atn4502-den-4.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Nâu,,25,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Nâu,,26,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Nâu,,27,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Nâu,,28,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Nâu,,29,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-nau-8.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Tím than,,25,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Tím than,,26,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Tím than,,27,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Tím than,,28,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Tím than,,29,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-tit-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Vàng,,25,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Vàng,,26,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Vàng,,27,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Vàng,,28,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,kg,,100000,
chan-vay-chữ-a-dang-ngắn-kaki-ta-cuc,,,,,,,,,Vàng,,29,,,"",0.0,shopify,0,deny,manual,389000,389000,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4056-vag-2.jpg?v=1637683441,kg,,100000,
chan-vay-om-kaki-ngắn,Chân Váy Ôm Kaki Ngắn,"",bathangminh,,,"chân váy, nữ",true,Màu sắc,Be,Kích cỡ,25,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,kg,,,active
chan-vay-om-kaki-ngắn,,,,,,,,,Be,,26,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Be,,27,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Be,,28,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Be,,29,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/atn4606-den-cjn4062-bee-1-1b1c4e70-bffb-40fc-8671-2b7367b7d1a9.jpg?v=1637683245,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Đen,,25,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Đen,,26,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Đen,,27,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Đen,,28,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Đen,,29,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/aln4018-bee-cjn4062-den-2.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Nâu,,25,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Nâu,,26,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Nâu,,27,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Nâu,,28,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Nâu,,29,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-nau-7.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Tím than,,25,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Tím than,,26,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Tím than,,27,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Tím than,,28,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Tím than,,29,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/tsn4086-tra-cjn4062-tit-3-of-8.jpg?v=1637683246,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Vàng,,25,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Vàng,,26,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Vàng,,27,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Vàng,,28,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,kg,,,
chan-vay-om-kaki-ngắn,,,,,,,,,Vàng,,29,,,"",0.0,shopify,0,deny,manual,0,,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/cjn4062-vag-2.jpg?v=1637683247,kg,,,
chan-vay-but-chi-cạp-cao-co-tui,Chân Váy Bút Chì Cạp Cao Có Túi,"",bathangminh,,,"chân váy, nữ",true,Màu sắc,Đen,Kích cỡ,S,,,"",0.0,shopify,0,deny,manual,489000,489000,true,true,"",https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn3062-nau-cvn1664-den-4-2-5ba2fdd5-0666-4362-84dd-49fd023d3800.jpg?v=1637683117,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/7046/7542/products/apn3062-nau-cvn1664-den-4-2-5ba2fdd5-0666-4362-84dd-49fd023d3800.jpg?v=1637683117,kg,,200000,active
